Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
139;19167;Journal of Cleaner Production;journal;09596526, 18791786;2,174;Q1;354;4538;14502;306343;183039;14451;11,55;67,51;35,52;35;3797;United Kingdom;Western Europe;Elsevier Ltd;1993-2025;"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Energy; Engineering; Environmental Science"
140;21100255484;Journal of Hospitality and Tourism Management;journal;18395260, 14476770;2,158;Q1;85;146;553;11193;6002;548;9,40;76,66;45,07;1;58;United Kingdom;Western Europe;Elsevier Ltd;2006-2025;Tourism, Leisure and Hospitality Management (Q1);Business, Management and Accounting
141;28581;Journal of Small Business Management;journal;00472778, 1540627X;2,149;Q1;141;153;210;17230;2055;202;10,01;112,61;32,20;7;59;United Kingdom;Western Europe;Taylor and Francis Ltd.;1996-2025;"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";Business, Management and Accounting
142;14733;Financial Analysts Journal;journal;0015198X;2,148;Q1;95;29;83;1070;376;75;2,71;36,90;15,87;0;4;United Kingdom;Western Europe;Taylor and Francis Ltd.;1996-2025;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
143;27663;Journal of Conflict Resolution;journal;220027;2,138;Q1;131;123;207;8733;812;206;3,16;71,00;26,86;11;57;United States;Northern America;SAGE Publications Inc.;1957-2025;"Business, Management and Accounting (miscellaneous) (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
144;20891;Transportation Research Part A: Policy and Practice;journal;9658564;2,124;Q1;182;318;737;20743;6276;731;7,81;65,23;34,06;9;236;United Kingdom;Western Europe;Elsevier Ltd;1992-2025;"Aerospace Engineering (Q1); Business, Management and Accounting (miscellaneous) (Q1); Civil and Structural Engineering (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
145;28094;Accounting, Organizations and Society;journal;3613682;2,118;Q1;164;49;103;4585;560;101;4,67;93,57;40,83;2;15;United Kingdom;Western Europe;Elsevier Ltd;1976-2025;"Accounting (Q1); Applied Psychology (Q1); Information Systems and Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Decision Sciences; Psychology; Social Sciences"
146;23644;Supply Chain Management;journal;13598546;2,117;Q1;152;65;157;6510;1977;154;11,94;100,15;32,21;0;39;United Kingdom;Western Europe;Emerald Publishing;1996-2025;"Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q1)";Business, Management and Accounting
147;19251;Work, Employment and Society;journal;14698722, 09500170;2,115;Q1;104;115;217;7118;1284;215;5,59;61,90;55,02;12;66;United Kingdom;Western Europe;SAGE Publications Ltd;1987-2025;"Accounting (Q1); Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
148;27365;World Bank Economic Review;journal;1564698X, 02586770;2,110;Q1;106;38;125;2182;390;125;2,84;57,42;48,24;15;31;United Kingdom;Western Europe;Oxford University Press;1986-2025;"Accounting (Q1); Development (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
149;23665;International Business Review;journal;9695931;2,104;Q1;134;83;264;9962;2167;262;7,52;120,02;35,86;1;24;United Kingdom;Western Europe;Elsevier Ltd;1993-2025;"Business and International Management (Q1); Finance (Q1); Marketing (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
150;22972;Journal of Purchasing and Supply Management;journal;14784092;2,084;Q1;104;44;91;3832;884;85;10,28;87,09;29,06;1;12;United Kingdom;Western Europe;Elsevier Ltd;2003-2025;"Marketing (Q1); Strategy and Management (Q1)";Business, Management and Accounting
151;28561;Auditing;journal;15587991, 02780380;2,080;Q1;104;33;93;2372;373;92;3,57;71,88;37,89;0;5;United States;Northern America;American Accounting Association;1996-2025;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
152;19900192439;IMF Economic Review;journal;2041417X, 20414161;2,079;Q1;85;58;76;2763;302;72;3,13;47,64;26,72;20;35;United Kingdom;Western Europe;Palgrave Macmillan Ltd.;2010-2025;"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
153;21100255381;Competition and Change;journal;10245294, 14772221;2,054;Q1;33;58;102;4412;706;101;5,66;76,07;26,00;5;36;United Kingdom;Western Europe;SAGE Publications Inc.;2013-2025;Business, Management and Accounting (miscellaneous) (Q1);Business, Management and Accounting
154;23687;Marketing Letters;journal;1573059X, 09230645;2,036;Q1;88;80;135;2668;574;134;4,06;33,35;37,86;0;6;United States;Northern America;Springer New York;1989-2025;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
155;24928;Service Industries Journal;journal;17439507, 02642069;2,033;Q1;93;82;154;8055;1703;149;10,51;98,23;32,58;1;16;United Kingdom;Western Europe;Taylor and Francis Ltd.;1983-2025;"Management of Technology and Innovation (Q1); Strategy and Management (Q1)";Business, Management and Accounting
156;22717;Business Ethics Quarterly;journal;1052150X;2,018;Q1;99;35;75;3393;371;70;4,13;96,94;33,33;2;6;United Kingdom;Western Europe;Cambridge University Press;1993, 1996-2024;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Philosophy (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
157;100147314;Journal of International Financial Management and Accounting;journal;09541314, 1467646X;2,000;Q1;50;25;56;1723;571;55;10,53;68,92;35,71;0;14;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1989-1992, 1994-2025;"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
158;30017;Journal of Occupational and Organizational Psychology;journal;20448325, 09631798;1,969;Q1;144;76;110;7191;736;109;4,34;94,62;48,33;2;13;United States;Northern America;Wiley-Blackwell;1992-2025;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
159;28552;International Small Business Journal;journal;2662426;1,956;Q1;120;48;108;5049;903;106;7,18;105,19;43,70;1;20;United Kingdom;Western Europe;SAGE Publications Ltd;1982-2025;Business and International Management (Q1);Business, Management and Accounting
160;144668;Journal of Knowledge Management;journal;13673270;1,946;Q1;149;155;349;16226;4057;345;11,65;104,68;44,37;0;52;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1997-2025;"Management of Technology and Innovation (Q1); Strategy and Management (Q1)";Business, Management and Accounting
161;24772;Knowledge-Based Systems;journal;9507051;1,934;Q1;188;1383;3015;77048;30317;3012;9,62;55,71;29,76;1;122;Netherlands;Western Europe;Elsevier B.V.;1987-2025;"Artificial Intelligence (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Software (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
162;17557;Journal of Money, Credit and Banking;journal;15384616, 00222879;1,933;Q1;129;159;247;7634;478;246;1,76;48,01;22,65;30;98;United States;Northern America;Wiley-Blackwell;1996-2025;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
163;4700152304;European Journal of Work and Organizational Psychology;journal;1359432X;1,919;Q1;100;71;189;5934;1176;189;5,48;83,58;49,79;0;14;United Kingdom;Western Europe;Taylor and Francis Ltd.;2005-2025;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
164;22491;European Management Journal;journal;2632373;1,913;Q1;131;156;236;13955;2342;228;8,78;89,46;46,07;1;46;United Kingdom;Western Europe;Elsevier Ltd;1982-2025;Strategy and Management (Q1);Business, Management and Accounting
165;21100817620;Career Development and Transition for Exceptional Individuals;journal;21651442, 21651434;1,900;Q1;25;41;65;1669;294;55;2,27;40,71;67,65;0;31;United States;Northern America;SAGE Publications Inc.;2015-2025;"Education (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Social Sciences"
166;21100248909;Tourism Review;journal;17598451, 16605373;1,887;Q1;71;158;242;9764;2993;240;11,52;61,80;41,33;0;80;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2001-2025;"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Social Sciences"
167;144666;Journal of Product and Brand Management;journal;10610421;1,886;Q1;112;76;211;6790;1810;206;8,46;89,34;45,19;0;17;United Kingdom;Western Europe;Emerald Publishing;1992-2025;"Management of Technology and Innovation (Q1); Marketing (Q1); Strategy and Management (Q1)";Business, Management and Accounting
168;21100886545;Journal of Interactive Advertising;journal;15252019;1,885;Q1;25;28;69;2056;712;67;8,37;73,43;52,38;1;2;United Kingdom;Western Europe;Taylor and Francis Ltd.;2018-2025;"Communication (Q1); Marketing (Q1)";"Business, Management and Accounting; Social Sciences"
169;16922;Labour Economics;journal;9275371;1,879;Q1;96;134;346;6715;1147;345;3,11;50,11;40,45;30;103;Netherlands;Western Europe;Elsevier B.V.;1993-2025;"Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
170;21100369735;Journal of Business Venturing Insights;journal;23526734;1,873;Q1;45;68;211;4112;1167;207;5,21;60,47;34,30;0;18;United States;Northern America;Elsevier Inc.;2014-2025;"Business and International Management (Q1); Management of Technology and Innovation (Q1)";Business, Management and Accounting
171;19696;International Journal of Project Management;journal;2637863;1,870;Q1;190;54;216;4847;2029;212;7,70;89,76;39,19;1;16;United Kingdom;Western Europe;Elsevier B.V.;1983-2025;"Business and International Management (Q1); Management, Monitoring, Policy and Law (Q1); Management of Technology and Innovation (Q1)";"Business, Management and Accounting; Environmental Science"
172;21100202157;Tourism Management Perspectives;journal;22119736;1,870;Q1;95;86;345;7999;3783;345;8,61;93,01;41,06;0;43;Netherlands;Western Europe;Elsevier B.V.;2012-2025;Tourism, Leisure and Hospitality Management (Q1);Business, Management and Accounting
173;5200152701;Academy of Management Learning and Education;journal;1537260X;1,848;Q1;100;21;104;2064;600;98;5,55;98,29;46,51;1;8;United States;Northern America;George Washington University;2005-2024;"Education (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Social Sciences"
174;16956;Cities;journal;2642751;1,839;Q1;141;759;1376;57691;11736;1369;7,82;76,01;41,08;12;649;United Kingdom;Western Europe;Elsevier Ltd;1983-2025;"Development (Q1); Sociology and Political Science (Q1); Tourism, Leisure and Hospitality Management (Q1); Urban Studies (Q1)";"Business, Management and Accounting; Social Sciences"
175;21100278302;Management Review Quarterly;journal;21981639, 21981620;1,830;Q1;44;163;124;21986;1580;119;9,45;134,88;31,84;8;51;Switzerland;Western Europe;Springer Nature;2014-2025;"Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q1)";Business, Management and Accounting
176;144922;International Journal of Physical Distribution and Logistics Management;journal;9600035;1,821;Q1;145;50;151;3575;1408;135;8,45;71,50;28,19;0;19;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1990-2025;"Management of Technology and Innovation (Q1); Transportation (Q1)";"Business, Management and Accounting; Social Sciences"
177;29745;Information and Organization;journal;14717727;1,803;Q1;79;20;58;1760;466;56;6,38;88,00;42,59;0;2;United Kingdom;Western Europe;Elsevier Ltd;1996-1997, 2001-2025;"Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
178;19700201449;International Journal of Logistics Management;journal;17586550, 09574093;1,792;Q1;102;109;209;10045;2316;198;11,54;92,16;33,45;0;65;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1990-2025;"Business and International Management (Q1); Transportation (Q1)";"Business, Management and Accounting; Social Sciences"
179;22486;R and D Management;journal;14679310, 00336807;1,778;Q1;123;84;141;8067;1246;139;8,47;96,04;41,25;0;39;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1970-2025;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";Business, Management and Accounting
180;16800154723;Marketing Theory;journal;14705931, 1741301X;1,774;Q1;85;66;97;4936;498;87;4,49;74,79;49,63;1;7;United Kingdom;Western Europe;SAGE Publications Ltd;2001-2025;Marketing (Q1);Business, Management and Accounting
181;21100206607;International Journal of Management Education;journal;14728117;1,741;Q1;65;162;386;14769;4032;382;10,04;91,17;42,25;0;93;Netherlands;Western Europe;Elsevier B.V.;1970, 2012-2025;"Education (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
182;20870;Telecommunications Policy;journal;3085961;1,728;Q1;93;105;311;6808;2532;303;7,59;64,84;36,40;7;67;United Kingdom;Western Europe;Elsevier Ltd;1976-2025;"Economics and Econometrics (Q1); Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management, Monitoring, Policy and Law (Q1)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Engineering; Environmental Science; Social Sciences"
183;6300153120;Educational Management Administration and Leadership;journal;17411440, 17411432;1,711;Q1;67;144;238;9840;1414;219;4,87;68,33;51,01;7;42;United Kingdom;Western Europe;SAGE Publications Ltd;1972-1993, 1995-1999, 2003-2025;"Education (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
184;22199;European Journal of Marketing;journal;3090566;1,709;Q1;165;107;376;9547;2405;368;6,56;89,22;40,94;0;23;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1967-2025;Marketing (Q1);Business, Management and Accounting
185;144651;Journal of Technology Transfer;journal;8929912;1,709;Q1;109;153;237;14111;1860;237;7,14;92,23;39,62;6;89;United States;Northern America;Kluwer Academic Publishers;1977-2025;"Accounting (Q1); Business and International Management (Q1); Engineering (miscellaneous) (Q1)";"Business, Management and Accounting; Engineering"
186;19400157320;Foundations and Trends in Accounting;journal;15540642, 15540650;1,706;Q1;21;2;9;262;24;9;1,60;131,00;50,00;0;0;United States;Northern America;Now Publishers Inc;2006-2012, 2014-2016, 2018-2024;"Accounting (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
187;28324;Current Issues in Tourism;journal;17477603, 13683500;1,703;Q1;123;553;788;36351;7624;619;8,31;65,73;41,09;2;286;United Kingdom;Western Europe;Taylor and Francis Ltd.;1998-2025;"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Social Sciences"
188;29861;Organization and Environment;journal;15527417, 10860266;1,696;Q1;85;26;77;2775;560;76;7,98;106,73;43,04;1;18;United States;Northern America;SAGE Publications Inc.;1987-2025;"Environmental Science (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Environmental Science"
189;21101021052;Journal of the Association for Consumer Research;journal;23781823, 23781815;1,691;Q1;33;30;143;1712;334;131;2,33;57,07;54,12;1;5;United States;Northern America;University of Chicago Press;2016-2024;"Applied Psychology (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Psychology"
190;130105;Accounting, Auditing and Accountability Journal;journal;9513574;1,688;Q1;129;112;300;8528;2088;261;6,07;76,14;43,59;0;48;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1988-2025;"Accounting (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
191;11700154366;Journal of Leadership and Organizational Studies;journal;19397089, 15480518;1,687;Q1;66;26;87;2423;585;83;7,14;93,19;42,03;2;5;United States;Northern America;SAGE Publications Inc.;1996-1999, 2008-2025;"Business and International Management (Q1); Management Science and Operations Research (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
192;20633;Journal of International Management;journal;10754253;1,685;Q1;90;70;184;7901;1356;184;5,97;112,87;33,18;0;24;United States;Northern America;Elsevier Inc.;1998-2025;"Business and International Management (Q1); Finance (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
193;22944;Journal of International Marketing;journal;15477215, 1069031X;1,683;Q1;110;30;69;2767;454;62;5,44;92,23;33,33;0;4;United States;Northern America;American Marketing Association;1995-2025;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
194;130065;Journal of Enterprise Information Management;journal;17410398;1,675;Q1;89;88;198;8542;2328;193;10,24;97,07;35,94;0;43;United Kingdom;Western Europe;Emerald Publishing;2004-2025;"Decision Sciences (miscellaneous) (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Management of Technology and Innovation (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
195;21101221557;Review of Corporate Finance;journal;26939312, 26939320;1,673;Q1;14;13;45;816;272;45;4,40;62,77;25,81;0;10;United States;Northern America;Now Publishers Inc;2021-2024;"Accounting (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
196;21283;Management Learning;journal;14617307, 13505076;1,672;Q1;91;72;116;5455;589;111;5,22;75,76;59,41;3;19;United Kingdom;Western Europe;SAGE Publications Ltd;1970-2025;"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
197;21100286445;Journal of Current Issues and Research in Advertising;journal;10641734, 21647313;1,669;Q1;45;39;74;3117;387;74;4,96;79,92;60,42;0;8;United Kingdom;Western Europe;Taylor and Francis Ltd.;1992-2010, 2012-2025;Marketing (Q1);Business, Management and Accounting
198;5600155055;Review of Public Personnel Administration;journal;0734371X;1,666;Q1;64;68;99;5521;682;99;5,90;81,19;55,63;0;19;United States;Northern America;SAGE Publications Inc.;1980-2025;"Organizational Behavior and Human Resource Management (Q1); Public Administration (Q1)";"Business, Management and Accounting; Social Sciences"
199;5000153402;Journal of Marketing Theory and Practice;journal;10696679;1,645;Q1;64;69;107;6847;845;105;8,08;99,23;34,97;0;2;United Kingdom;Western Europe;Taylor and Francis Ltd.;2005-2025;Marketing (Q1);Business, Management and Accounting
200;19875;Journal of Common Market Studies;journal;14685965, 00219886;1,635;Q1;113;160;313;8805;1490;302;4,91;55,03;41,73;18;58;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1962-2025;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Political Science and International Relations (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
201;21926;Decision Sciences;journal;00117315, 15405915;1,620;Q1;129;50;120;3066;648;120;3,38;61,32;32,91;1;14;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1970-2025;"Business, Management and Accounting (miscellaneous) (Q1); Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
202;12512;Journal of Management in Engineering;journal;19435479, 0742597X;1,619;Q1;102;99;310;7667;2554;306;8,14;77,44;38,63;0;50;United States;Northern America;American Society of Civil Engineers (ASCE);1985-2025;"Engineering (miscellaneous) (Q1); Industrial Relations (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
203;21101109914;Virtual Economics;journal;26574047;1,618;Q1;28;15;60;1118;727;60;14,50;74,53;29,73;0;14;Poland;Eastern Europe;;2019-2024;"Business and International Management (Q1); Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Health (social science) (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
204;12100156754;Sport Management Review;journal;14413523;1,614;Q1;86;54;116;3849;789;115;5,78;71,28;32,05;2;14;United Kingdom;Western Europe;Taylor and Francis Ltd.;1998-2025;"Business and International Management (Q1); Management Science and Operations Research (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1); Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions"
205;21100304858;Information Technology and Tourism;journal;10983058, 19434294;1,604;Q1;46;25;74;1954;765;71;10,42;78,16;39,51;0;10;United States;Northern America;Springer Science + Business Media;2014-2025;"Computer Science Applications (Q1); Information Systems (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Computer Science"
206;21101215011;International Conference on Information and Knowledge Management, Proceedings;conference and proceedings;21550751;1,596;-;152;697;2;27672;28;2;22,00;39,70;28,70;0;56;United States;Northern America;Association for Computing Machinery;1995-2019, 2021-2022, 2024;"Business, Management and Accounting (miscellaneous); Decision Sciences (miscellaneous)";"Business, Management and Accounting; Decision Sciences"
207;22965;Journal of Personal Selling and Sales Management;journal;15577813, 08853134;1,575;Q1;82;35;74;3161;363;67;4,06;90,31;38,37;0;4;United Kingdom;Western Europe;Taylor and Francis Ltd.;1981-2025;"Business and International Management (Q1); Human Factors and Ergonomics (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)";"Business, Management and Accounting; Social Sciences"
208;27677;Journal of Manufacturing Processes;journal;15266125;1,556;Q1;109;1055;2604;52429;20564;2602;7,43;49,70;24,17;0;402;Netherlands;Western Europe;Elsevier B.V.;1999-2025;"Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
209;28634;British Accounting Review;journal;10958347, 08908389;1,544;Q1;94;171;138;13862;1208;134;8,62;81,06;33,54;0;67;United States;Northern America;Academic Press;1988-2025;Accounting (Q1);Business, Management and Accounting
210;11500153401;Cornell Hospitality Quarterly;journal;19389663, 19389655;1,543;Q1;96;62;118;4048;733;106;5,54;65,29;38,00;0;22;United States;Northern America;SAGE Publications Inc.;2008-2025;Tourism, Leisure and Hospitality Management (Q1);Business, Management and Accounting
211;18997;ACM Transactions on Information Systems;journal;10468188, 15582868;1,540;Q1;100;116;326;9140;2904;325;9,17;78,79;32,72;0;5;United States;Northern America;Association for Computing Machinery (ACM);1983-2024;"Business, Management and Accounting (miscellaneous) (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Business, Management and Accounting; Computer Science"
212;5700161512;Journal of Consumer Culture;journal;14695405, 17412900;1,540;Q1;71;28;151;1815;635;150;3,86;64,82;61,40;0;10;United Kingdom;Western Europe;SAGE Publications Ltd;2001-2025;"Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Psychology; Social Sciences"
213;18644;Journal of Manufacturing Technology Management;journal;1741038X;1,532;Q1;100;88;218;6194;2198;215;8,66;70,39;31,32;0;67;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2004-2025;"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Software (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Engineering"
214;21101202019;BenchCouncil Transactions on Benchmarks, Standards and Evaluations;journal;27724859;1,531;Q1;10;15;58;533;833;53;17,76;35,53;30,43;0;4;China;Asiatic Region;KeAi Communications Co.;2021-2024;"Artificial Intelligence (Q1); Computer Science (miscellaneous) (Q1); Multidisciplinary (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Multidisciplinary"
215;21101098869;Cleaner Logistics and Supply Chain;journal;27723909;1,528;Q1;29;62;124;4304;1273;123;10,22;69,42;34,78;0;52;United Kingdom;Western Europe;Elsevier Ltd;2021-2025;"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Management of Technology and Innovation (Q1)";"Business, Management and Accounting; Engineering; Environmental Science"
216;21101058910;Internet of Things (The Netherlands);journal;25426605;1,527;Q1;69;423;592;26107;6589;586;11,45;61,72;20,30;4;189;Netherlands;Western Europe;Elsevier B.V.;2018-2025;"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Management of Technology and Innovation (Q1); Software (Q1)";"Business, Management and Accounting; Computer Science; Engineering"
217;144669;Journal of Intellectual Capital;journal;14691930;1,526;Q1;118;66;170;6057;1704;161;9,43;91,77;41,62;0;44;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2000-2025;"Business, Management and Accounting (miscellaneous) (Q1); Education (Q1)";"Business, Management and Accounting; Social Sciences"
218;17700156769;Journal of Brand Management;journal;14791803, 1350231X;1,514;Q1;75;41;115;3886;816;107;5,19;94,78;48,25;0;4;United Kingdom;Western Europe;Palgrave Macmillan Ltd.;2005, 2008-2025;"Marketing (Q1); Strategy and Management (Q1)";Business, Management and Accounting
219;21101066138;Journal of International Business Policy;journal;25220691, 25220705;1,500;Q1;34;25;83;2367;658;61;5,08;94,68;39,13;3;10;United Kingdom;Western Europe;Palgrave Macmillan Ltd.;2018-2025;"Business and International Management (Q1); Management of Technology and Innovation (Q1)";Business, Management and Accounting
220;22009;Corporate Governance: An International Review;journal;09648410, 14678683;1,493;Q1;114;82;107;7620;766;99;6,08;92,93;42,11;1;38;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1993-2025;"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";Business, Management and Accounting
221;21100373814;BRQ Business Research Quarterly;journal;23409444, 23409436;1,490;Q1;47;42;58;3896;428;56;6,31;92,76;40,00;1;12;Netherlands;Western Europe;Elsevier B.V.;2014-2025;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
222;24389;Journal of Industrial Economics;journal;14676451, 00221821;1,486;Q1;91;52;96;2155;145;95;1,12;41,44;17,76;3;7;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-1989, 1996-2025;"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
223;144986;Career Development International;journal;13620436;1,483;Q1;86;54;125;3734;662;121;5,44;69,15;59,31;0;22;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1996-2025;"Organizational Behavior and Human Resource Management (Q1); Social Sciences (miscellaneous) (Q1)";"Business, Management and Accounting; Social Sciences"
