Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1422;21100457014;Proceedings of the IEEE National Aerospace Electronics Conference, NAECON;conference and proceedings;23792027, 05473578;0,172;-;20;85;135;1651;73;132;0,50;19,42;15,70;0;6;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;2016-2019, 2021, 2023-2024;"Computer Networks and Communications; Computer Science Applications; Control and Systems Engineering; Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Management of Technology and Innovation; Strategy and Management";"Business, Management and Accounting; Computer Science; Engineering"
1423;6400153175;International Journal of Services Operations and Informatics;journal;1741539X, 17415403;0,171;Q4;16;4;42;198;48;41;1,22;49,50;66,67;0;0;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2006-2013, 2016-2024;"Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
1424;21101016783;Journal of Tourism Analysis;journal;22540644, 18852564;0,171;Q4;13;10;32;663;32;32;0,95;66,30;58,33;0;7;United Kingdom;Western Europe;Asociacion Espanola de Expertos Cientificos en Turismo;2018-2024;"Anthropology (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
1425;4000152126;Research in the Sociology of Organizations;book series;0733558X;0,171;Q4;51;46;133;2112;259;14;2,91;45,91;0,00;0;7;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2000-2007, 2009-2011, 2013-2024;"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
1426;21101274777;Journal of Interpretation Research;journal;10925872, 26929376;0,170;Q4;3;6;25;278;15;19;0,28;46,33;64,29;0;2;United Kingdom;Western Europe;SAGE Publications Inc.;2021-2024;"Education (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
1427;11600153630;Innovar;journal;22486968, 01215051;0,168;Q4;19;28;156;1641;99;141;0,54;58,61;43,55;0;12;Colombia;Latin America;Universidad Nacional de Colombia;2008-2025;"Sociology and Political Science (Q3); Accounting (Q4); Marketing (Q4); Public Administration (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
1428;6800153108;Jurnal Pengurusan;journal;1272713;0,168;Q4;20;25;107;1716;99;107;0,76;68,64;63,08;0;16;Malaysia;Asiatic Region;Penerbit Universiti Kebangsaan Malaysia;2006-2024;"Accounting (Q4); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4)";Business, Management and Accounting
1429;19700173106;Argumenta Oeconomica;journal;12335835;0,167;Q4;11;29;72;1465;47;72;0,69;50,52;57,89;0;17;Poland;Eastern Europe;Wroclaw University of Economics;2009-2018, 2020-2024;"Economics and Econometrics (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1430;21101124076;European Project Management Journal;journal;25604961;0,167;Q4;5;12;35;555;21;34;0,43;46,25;30,77;0;3;Serbia;Eastern Europe;IPMA Serbia;2019-2024;"Business, Management and Accounting (miscellaneous) (Q4); Strategy and Management (Q4)";Business, Management and Accounting
1431;21101081524;Folia Oeconomica Stetinensia;journal;17304237, 18980198;0,167;Q4;7;31;88;1386;71;88;0,84;44,71;50,82;0;21;Poland;Eastern Europe;Sciendo;2019-2024;"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1432;3900148208;Global Business and Economics Review;journal;10974954, 17451329;0,167;Q4;18;48;134;3011;103;133;0,70;62,73;36,09;0;25;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2004-2025;"Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1433;21100935077;Journal of Design, Business and Society;journal;20552106, 20552114;0,167;Q4;5;6;40;322;27;32;0,69;53,67;35,71;0;2;United Kingdom;Western Europe;Intellect Ltd.;2019-2024;"Visual Arts and Performing Arts (Q1); Cultural Studies (Q2); Business and International Management (Q4); Industrial and Manufacturing Engineering (Q4)";"Arts and Humanities; Business, Management and Accounting; Engineering; Social Sciences"
1434;21101038735;Journal of Evolutionary Studies in Business;journal;23857137;0,167;Q4;6;15;49;813;34;49;0,88;54,20;50,00;0;6;Spain;Western Europe;Universitat de Barcelona, Facultad de Economia y Empresa;2019-2025;"Business and International Management (Q4); Development (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
1435;144786;Journal of Japan Industrial Management Association;journal;13422618, 21879079;0,167;Q4;11;11;74;210;26;73;0,47;19,09;9,09;0;3;Japan;Asiatic Region;Nihon Keikei Kogakkai;2004-2025;"Applied Mathematics (Q4); Industrial and Manufacturing Engineering (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Mathematics"
1436;17500155011;International Journal of Intelligent Enterprise;journal;17453232, 17453240;0,166;Q4;14;21;89;923;71;88;1,06;43,95;32,65;0;6;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2007, 2009, 2012-2024;"Business and International Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";Business, Management and Accounting
1437;21100285030;International Journal of Multicriteria Decision Making;journal;20401078, 2040106X;0,166;Q4;15;4;26;155;16;26;0,75;38,75;10,00;0;3;Switzerland;Western Europe;Inderscience;2010-2019, 2021-2024;"Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
1438;21101147596;Zeszyty Teoretyczne Rachunkowosci;journal;2391677X, 16414381;0,166;Q4;5;38;87;1516;69;81;0,79;39,89;70,59;0;20;Poland;Eastern Europe;Scientific Council of the Accountants Association in Poland;2022-2024;"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1439;16400154779;Journal for Global Business Advancement;journal;17469678, 1746966X;0,165;Q4;18;0;102;0;83;97;0,76;0,00;0,00;0;0;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2007-2023;Business and International Management (Q4);Business, Management and Accounting
1440;19700181264;Journal of Business Continuity and Emergency Planning;journal;17499216, 17499224;0,165;Q4;16;22;102;481;47;99;0,31;21,86;45,95;0;9;United Kingdom;Western Europe;Henry Stewart Publications;2009-2025;"Business and International Management (Q4); Strategy and Management (Q4)";Business, Management and Accounting
1441;12431;Prace i Studia Geograficzne;journal;25437313, 02084589;0,165;Q4;12;39;104;1691;37;101;0,40;43,36;52,46;0;12;Poland;Eastern Europe;;1979, 1983-1985, 1988, 1992, 1994-2005, 2008-2024;"Cultural Studies (Q2); Sociology and Political Science (Q3); Urban Studies (Q3); Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
1442;21101061934;Proceedings of the International Conference on Tourism Research;conference and proceedings;25163612;0,165;-;6;59;220;2053;135;214;0,83;34,80;58,25;0;43;United Kingdom;Western Europe;Academic Conferences and Publishing International Limited;2018-2024;"Cultural Studies; Geography, Planning and Development; Management, Monitoring, Policy and Law; Social Sciences (miscellaneous); Tourism, Leisure and Hospitality Management";"Business, Management and Accounting; Environmental Science; Social Sciences"
1443;21101077468;Springer Proceedings in Business and Economics;conference and proceedings;21987246, 21987254;0,165;-;25;1226;1956;37624;1164;1841;0,56;30,69;51,41;0;690;Switzerland;Western Europe;Springer Nature;2014-2025;"Business, Management and Accounting (miscellaneous); Economics, Econometrics and Finance (miscellaneous)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1444;21101188201;System Safety: Human - Technical Facility - Environment;conference and proceedings;26575450;0,165;-;8;50;110;1400;66;106;0,82;28,00;40,20;0;24;Germany;Western Europe;Walter de Gruyter;2019-2024;"Business and International Management; Industrial and Manufacturing Engineering; Public Health, Environmental and Occupational Health; Safety, Risk, Reliability and Quality";"Business, Management and Accounting; Engineering; Medicine"
1445;17299;IEEE Potentials;journal;2786648;0,164;Q4;41;44;164;335;99;155;0,54;7,61;33,33;0;9;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1984-2025;"Education (Q4); Electrical and Electronic Engineering (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Engineering; Social Sciences"
1446;21101270641;Tasmimgiri va Tahqiq dar Amaliyyat;journal;26766159, 25385097;0,164;Q4;5;62;147;2572;97;147;0,67;41,48;26,14;0;22;Serbia;Eastern Europe;Research Expansion Alliance (REA);2021-2024;"Control and Optimization (Q4); Decision Sciences (miscellaneous) (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
1447;19900193866;Gedrag en Organisatie;journal;09215077, 18757235;0,163;Q4;14;20;50;1026;22;46;0,48;51,30;72,09;0;3;Netherlands;Western Europe;Amsterdam University Press;2008-2024;"Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Psychology"
1448;21101021921;Journal of Property Tax Assessment and Administration;journal;15483606, 13571419;0,163;Q4;3;3;25;44;11;25;0,44;14,67;0,00;0;0;United States;Northern America;International Association of Assessing Officers;2019-2024;"Law (Q3); Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1449;21100244215;Revue d'Economie Industrielle;journal;01543229, 17730198;0,163;Q4;17;17;39;796;25;39;0,00;46,82;21,43;0;6;Belgium;Western Europe;Superior De Boeck;2008-2024;"Economics and Econometrics (Q4); Industrial Relations (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1450;7200153128;Zeitschrift fur Evaluation;journal;16195515;0,163;Q4;8;20;72;486;14;44;0,15;24,30;65,63;0;3;Germany;Western Europe;Waxmann Verlag GmbH;2006-2013, 2015-2024;"Communication (Q3); Social Sciences (miscellaneous) (Q3); Applied Psychology (Q4); Education (Q4); Statistics and Probability (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Mathematics; Psychology; Social Sciences"
1451;21100437628;Foundations of Management;journal;23005661, 20807279;0,162;Q4;16;24;44;1159;42;44;1,08;48,29;30,00;0;7;Germany;Western Europe;Warsaw University of Technology;2009-2012, 2015-2024;Strategy and Management (Q4);Business, Management and Accounting
1452;21100255501;International Journal of Educational Organization and Leadership;journal;23291656, 23291591;0,162;Q4;7;13;40;948;19;40;0,65;72,92;42,31;0;3;United States;Northern America;Common Ground Research Networks;2013-2025;"Education (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
1453;21100285029;International Journal of Information and Decision Sciences;journal;17567017, 17567025;0,162;Q4;18;20;64;883;35;64;0,61;44,15;22,64;0;6;Switzerland;Western Europe;Inderscience;2008-2025;"Computer Science Applications (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
1454;21101041870;Management and Accounting Review;journal;26007975;0,162;Q4;8;53;110;3272;105;110;0,98;61,74;49,59;0;32;Malaysia;Asiatic Region;;2018-2024;"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1455;144660;Strategy and Leadership;journal;10878572;0,162;Q4;56;20;137;409;91;89;0,71;20,45;32,43;0;7;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1996-2025;Strategy and Management (Q4);Business, Management and Accounting
1456;19500157308;Zeitschrift fur die gesamte Versicherungswissenschaft;journal;00442585, 18659748;0,162;Q4;12;13;51;452;20;50;0,32;34,77;36,00;0;4;Germany;Western Europe;Duncker und Humblot GmbH;1979-1996, 2005-2006, 2008-2024;"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1457;21100825851;International Journal of Business Performance and Supply Chain Modelling;journal;17589401, 1758941X;0,161;Q4;21;5;60;382;40;60;0,73;76,40;50,00;0;2;United Kingdom;Western Europe;Inderscience;2009-2024;"Business and International Management (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
1458;21100199341;International Journal of Data Mining, Modelling and Management;journal;17591163, 17591171;0,161;Q4;17;20;60;930;45;60;0,90;46,50;30,19;0;5;Switzerland;Western Europe;Inderscience;2008-2024;"Computer Science Applications (Q4); Management Information Systems (Q4); Modeling and Simulation (Q4)";"Business, Management and Accounting; Computer Science; Mathematics"
1459;21100379254;International Journal of Project Organisation and Management;journal;17402905, 17402891;0,161;Q4;18;22;56;1527;44;56;0,65;69,41;18,60;0;5;Switzerland;Western Europe;Inderscience;2008-2024;Strategy and Management (Q4);Business, Management and Accounting
1460;21100239661;Journal Globalization, Competitiveness and Governability;journal;19887116;0,161;Q4;8;18;54;715;39;54;0,81;39,72;31,25;0;3;United States;Northern America;Georgetown University;2013-2025;"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1461;21100211369;Electronic Journal of Business Research Methods;journal;14777029;0,160;Q4;31;7;28;422;26;28;1,00;60,29;60,87;0;0;United Kingdom;Western Europe;Academic Conferences and Publishing International Limited;2002-2003, 2005-2025;"Business and International Management (Q4); Strategy and Management (Q4)";Business, Management and Accounting
1462;21100942398;Emerald Emerging Markets Case Studies;journal;20450621;0,160;Q4;9;143;438;1894;133;437;0,30;13,24;48,85;0;92;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2011-2025;"Business and International Management (Q4); Economics and Econometrics (Q4); Education (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
