"metric","model","preprocessing","value","val_n","train_n","n_ensembles","alpha","lambda.min.ratio","mtry","num.trees","max.depth","min.bucket","min_child_weight","max_depth","subsample","colsample_bytree","eta","gamma","nrounds","early_stop","regularizer_l1","regularizer_l2","droprate","lr","size_of_batch","number_of_epochs","rec_droprate"
"mpe","lstm","zscore_standardization",0.334013530649416,60,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-04, 0.01","0.2, 0.5","5e-04, 0.002","32, 64","40, 120","0, 0.3"
"mape","lstm","zscore_standardization",0.116479211303578,60,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-04, 0.01","0.2, 0.5","5e-04, 0.002","32, 64","40, 120","0, 0.3"
"rss","lstm","minmax_scaling",0.109707759551501,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-05, 0.05","0.25, 0.75","1e-04, 0.01","8, 32","50, 150","0, 0.3"
"rmse","lstm","minmax_scaling",0.930927242147973,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-05, 0.05","0.25, 0.75","1e-04, 0.01","8, 32","50, 150","0, 0.3"
"mae","lstm","minmax_scaling",0.744419323461588,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-05, 0.05","0.25, 0.75","1e-04, 0.01","8, 32","50, 150","0, 0.3"
"mphe","lstm","minmax_scaling",0.311164882148677,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-05, 0.05","0.25, 0.75","1e-04, 0.01","8, 32","50, 150","0, 0.3"
"mpe","lstm","minmax_scaling",0.372209661730794,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-05, 0.05","0.25, 0.75","1e-04, 0.01","8, 32","50, 150","0, 0.3"
"mape","lstm","minmax_scaling",0.127958606729367,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"1e-05, 0.05","0.25, 0.75","1e-04, 0.01","8, 32","50, 150","0, 0.3"
"rss","lstm","minmax_scaling",-0.0452719010252918,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"0.001, 0.1","0.25, 0.75","1e-04, 0.001","8, 32","40, 120","0.25, 0.75"
"rmse","lstm","minmax_scaling",1.00870479029334,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"0.001, 0.1","0.25, 0.75","1e-04, 0.001","8, 32","40, 120","0.25, 0.75"
"mae","lstm","minmax_scaling",0.785875130843565,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"0.001, 0.1","0.25, 0.75","1e-04, 0.001","8, 32","40, 120","0.25, 0.75"
"mphe","lstm","minmax_scaling",0.345981082866547,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"0.001, 0.1","0.25, 0.75","1e-04, 0.001","8, 32","40, 120","0.25, 0.75"
"mpe","lstm","minmax_scaling",0.392937565421783,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"0.001, 0.1","0.25, 0.75","1e-04, 0.001","8, 32","40, 120","0.25, 0.75"
"mape","lstm","minmax_scaling",0.136172887693105,90,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"0.001, 0.1","0.25, 0.75","1e-04, 0.001","8, 32","40, 120","0.25, 0.75"
